data_referencia;cod_ibge;txt_municipio;txt_uf;txt_regiao;cod_empreendimento;txt_nome_empreendimento;txt_af;txt_modalidade;dt_assinatura_contrato;data_nascimento;txt_sexo;Estado Civil;Tipo de Beneficiário;vr_garantia_inicial;vr_subsidio_concessao;vr_renda_familiar_comprovada
02/11/2023;994075;São Paulo;SP;Sudeste;FAR-105-SP;Condomínio FAR-105-SP;Caixa Econômica Federal;MCMV-FAR;04/07/2024;03/05/2003;Masculino;solteiro;Extravista;R$ 93.906,00;R$ 47.081,00;R$ 3.396,00
26/05/2024;993477;Salvador;BA;Nordeste;FAR-106-BA;Conjunto Habitacional FAR-106-BA;Banco do Brasil;MCMV-FAR;24/10/2024;13/05/2006;Feminino;solteiro;Quilombolas;R$ 91.160,00;R$ 44.369,00;R$ 3.399,00
12/09/2022;704805;Salvador;BA;Nordeste;FAR-107-BA;Conjunto Habitacional FAR-107-BA;Caixa Econômica Federal;MCMV-FAR;01/05/2023;24/04/1988;Feminino;casado;Outras Comunidades;R$ 66.563,00;R$ 46.120,00;R$ 2.211,00
13/01/2018;404934;Curitiba;PR;Sul;FAR-108-PR;Residencial FAR-108-PR;Banco do Brasil;MCMV-Oferta Pública;19/04/2025;12/08/2000;Masculino;casado;Quilombolas;R$ 65.029,00;R$ 43.486,00;R$ 3.302,00
21/12/2019;556560;Curitiba;PR;Sul;FAR-109-PR;Residencial FAR-109-PR;Banco do Brasil;MCMV-Oferta Pública;20/06/2023;08/01/1984;Masculino;casado;Quilombolas;R$ 76.669,00;R$ 42.467,00;R$ 4.975,00
21/04/2020;170762;Curitiba;PR;Sul;FAR-110-PR;Conjunto Habitacional FAR-110-PR;Caixa Econômica Federal;MCMV-Oferta Pública;17/02/2023;04/09/1992;Masculino;solteiro;Extravista;R$ 69.688,00;R$ 48.413,00;R$ 2.879,00
16/11/2018;654019;São Paulo;SP;Sudeste;FAR-111-SP;Residencial FAR-111-SP;Banco do Brasil;MCMV-FAR;11/09/2024;09/08/2006;Feminino;divorciado;Extravista;R$ 80.789,00;R$ 45.896,00;R$ 2.060,00
07/07/2018;296020;Curitiba;PR;Sul;FAR-112-PR;Condomínio FAR-112-PR;Caixa Econômica Federal;MCMV-Oferta Pública;09/04/2023;06/06/1988;Feminino;casado;Não aplicável;R$ 62.242,00;R$ 42.993,00;R$ 4.562,00
03/08/2018;192856;Curitiba;PR;Sul;FAR-113-PR;Residencial FAR-113-PR;Banco do Brasil;MCMV-Oferta Pública;29/10/2023;09/09/2003;Feminino;separado;Pescadores artesanais;R$ 88.461,00;R$ 46.027,00;R$ 4.157,00
06/11/2021;687984;Curitiba;PR;Sul;FAR-114-PR;Residencial FAR-114-PR;Banco do Brasil;MCMV-Oferta Pública;17/03/2023;25/05/1990;Masculino;separado;Outras Comunidades;R$ 78.904,00;R$ 40.195,00;R$ 2.072,00
22/06/2018;574597;Salvador;BA;Nordeste;FAR-115-BA;Conjunto Habitacional FAR-115-BA;Caixa Econômica Federal;MCMV-FAR;03/08/2024;03/03/2001;Masculino;separado;Assentados do PNRA;R$ 55.039,00;R$ 43.022,00;R$ 1.402,00
22/01/2024;381360;Rio de Janeiro;RJ;Sudeste;FAR-116-RJ;Condomínio FAR-116-RJ;Banco do Nordeste;MCMV-Entidades;17/10/2024;02/01/1997;Masculino;divorciado;Quilombolas;R$ 90.736,00;R$ 49.504,00;R$ 4.025,00
28/09/2022;490431;Rio de Janeiro;RJ;Sudeste;FAR-117-RJ;Residencial FAR-117-RJ;Banco do Brasil;MCMV-Entidades;13/06/2025;24/09/2006;Masculino;divorciado;Quilombolas;R$ 86.374,00;R$ 41.258,00;R$ 3.465,00
09/04/2021;663572;Rio de Janeiro;RJ;Sudeste;FAR-118-RJ;Condomínio FAR-118-RJ;Caixa Econômica Federal;MCMV-Entidades;10/07/2024;04/09/1984;Feminino;viúvo;Pescadores artesanais;R$ 55.340,00;R$ 49.962,00;R$ 2.161,00
14/04/2024;673388;Rio de Janeiro;RJ;Sudeste;FAR-119-RJ;Condomínio FAR-119-RJ;Caixa Econômica Federal;MCMV-Entidades;21/06/2024;05/04/1992;Feminino;viúvo;Não aplicável;R$ 62.628,00;R$ 46.869,00;R$ 1.333,00
25/12/2024;599535;Rio de Janeiro;RJ;Sudeste;FAR-120-RJ;Conjunto Habitacional FAR-120-RJ;Banco do Brasil;MCMV-Entidades;31/07/2024;20/09/1986;Masculino;divorciado;Indigena;R$ 73.327,00;R$ 49.498,00;R$ 4.706,00
01/01/2022;430201;São Paulo;SP;Sudeste;FAR-121-SP;Residencial FAR-121-SP;Banco do Nordeste;MCMV-FAR;06/03/2025;20/11/1987;Masculino;separado;Assentados do PNRA;R$ 92.618,00;R$ 49.765,00;R$ 3.161,00
12/10/2017;608527;Curitiba;PR;Sul;FAR-122-PR;Residencial FAR-122-PR;Banco do Nordeste;MCMV-Oferta Pública;24/01/2024;03/01/1990;Feminino;divorciado;Assentados do PNRA;R$ 55.525,00;R$ 44.257,00;R$ 2.824,00
27/01/2019;139057;Salvador;BA;Nordeste;FAR-123-BA;Residencial FAR-123-BA;Banco do Brasil;MCMV-FAR;20/02/2024;03/04/1995;Masculino;divorciado;Pescadores artesanais;R$ 76.841,00;R$ 46.514,00;R$ 2.536,00
12/06/2022;681474;Curitiba;PR;Sul;FAR-124-PR;Conjunto Habitacional FAR-124-PR;Caixa Econômica Federal;MCMV-Oferta Pública;30/09/2024;03/05/2004;Feminino;viúvo;Não aplicável;R$ 89.343,00;R$ 49.780,00;R$ 1.661,00
13/08/2020;871686;São Paulo;SP;Sudeste;FAR-125-SP;Residencial FAR-125-SP;Banco do Nordeste;MCMV-FAR;26/10/2024;27/03/1990;Feminino;casado;Extravista;R$ 69.191,00;R$ 46.487,00;R$ 3.318,00
25/01/2023;323695;Curitiba;PR;Sul;FAR-126-PR;Conjunto Habitacional FAR-126-PR;Caixa Econômica Federal;MCMV-Oferta Pública;23/02/2024;21/11/1996;Masculino;solteiro;Outras Comunidades;R$ 62.468,00;R$ 49.326,00;R$ 4.013,00
10/01/2022;223308;Curitiba;PR;Sul;FAR-127-PR;Conjunto Habitacional FAR-127-PR;Banco do Brasil;MCMV-Oferta Pública;30/05/2024;02/07/2002;Masculino;viúvo;Quilombolas;R$ 76.240,00;R$ 46.902,00;R$ 2.599,00
28/07/2021;831598;Salvador;BA;Nordeste;FAR-128-BA;Condomínio FAR-128-BA;Banco do Brasil;MCMV-FAR;14/09/2023;16/02/1992;Feminino;separado;Não aplicável;R$ 83.185,00;R$ 42.041,00;R$ 2.516,00
22/12/2022;401649;Rio de Janeiro;RJ;Sudeste;FAR-129-RJ;Condomínio FAR-129-RJ;Banco do Brasil;MCMV-Entidades;29/04/2025;06/03/2001;Masculino;viúvo;Outras Comunidades;R$ 96.601,00;R$ 40.546,00;R$ 2.473,00
14/02/2018;490760;São Paulo;SP;Sudeste;FAR-130-SP;Conjunto Habitacional FAR-130-SP;Banco do Brasil;MCMV-FAR;09/03/2024;08/06/2004;Feminino;separado;Não aplicável;R$ 92.050,00;R$ 40.235,00;R$ 4.405,00
10/04/2020;241498;Salvador;BA;Nordeste;FAR-131-BA;Residencial FAR-131-BA;Banco do Brasil;MCMV-FAR;29/08/2024;16/07/2003;Masculino;viúvo;Indigena;R$ 79.351,00;R$ 45.770,00;R$ 1.648,00
09/12/2023;136481;Curitiba;PR;Sul;FAR-132-PR;Residencial FAR-132-PR;Banco do Brasil;MCMV-Oferta Pública;22/06/2025;21/04/1995;Masculino;casado;Assentados do PNRA;R$ 55.856,00;R$ 47.252,00;R$ 2.464,00
18/11/2018;672228;Rio de Janeiro;RJ;Sudeste;FAR-133-RJ;Residencial FAR-133-RJ;Caixa Econômica Federal;MCMV-Entidades;06/03/2025;07/06/2000;Masculino;separado;Quilombolas;R$ 57.069,00;R$ 46.006,00;R$ 4.011,00
27/04/2023;117098;São Paulo;SP;Sudeste;FAR-134-SP;Condomínio FAR-134-SP;Banco do Nordeste;MCMV-FAR;30/10/2023;12/11/1999;Feminino;divorciado;Não aplicável;R$ 59.021,00;R$ 49.453,00;R$ 1.518,00
27/07/2024;519689;São Paulo;SP;Sudeste;FAR-135-SP;Conjunto Habitacional FAR-135-SP;Caixa Econômica Federal;MCMV-FAR;01/04/2025;04/06/1993;Masculino;viúvo;Extravista;R$ 72.502,00;R$ 49.669,00;R$ 3.496,00
03/10/2018;111500;Rio de Janeiro;RJ;Sudeste;FAR-136-RJ;Condomínio FAR-136-RJ;Banco do Brasil;MCMV-Entidades;20/10/2023;28/02/1984;Masculino;casado;Não aplicável;R$ 78.265,00;R$ 46.527,00;R$ 2.792,00
15/09/2023;669604;São Paulo;SP;Sudeste;FAR-137-SP;Residencial FAR-137-SP;Caixa Econômica Federal;MCMV-FAR;25/01/2025;12/07/1984;Feminino;solteiro;Assentados do PNRA;R$ 50.534,00;R$ 42.420,00;R$ 2.458,00
27/09/2021;398694;Curitiba;PR;Sul;FAR-138-PR;Condomínio FAR-138-PR;Caixa Econômica Federal;MCMV-Oferta Pública;22/12/2023;06/02/1996;Masculino;casado;Assentados do PNRA;R$ 66.790,00;R$ 45.054,00;R$ 3.632,00
12/10/2023;190499;Curitiba;PR;Sul;FAR-139-PR;Residencial FAR-139-PR;Caixa Econômica Federal;MCMV-Oferta Pública;22/09/2024;12/11/1999;Feminino;divorciado;Pescadores artesanais;R$ 66.918,00;R$ 49.104,00;R$ 3.852,00
28/12/2017;787755;Salvador;BA;Nordeste;FAR-140-BA;Condomínio FAR-140-BA;Banco do Nordeste;MCMV-FAR;09/05/2025;05/09/1986;Masculino;divorciado;Assentados do PNRA;R$ 57.566,00;R$ 40.263,00;R$ 1.949,00
20/07/2019;683576;São Paulo;SP;Sudeste;FAR-141-SP;Residencial FAR-141-SP;Banco do Brasil;MCMV-FAR;01/10/2023;07/01/1990;Masculino;divorciado;Assentados do PNRA;R$ 87.018,00;R$ 42.674,00;R$ 3.317,00
04/12/2018;503007;Curitiba;PR;Sul;FAR-142-PR;Residencial FAR-142-PR;Caixa Econômica Federal;MCMV-Oferta Pública;16/08/2024;07/06/2001;Feminino;divorciado;Assentados do PNRA;R$ 88.759,00;R$ 40.562,00;R$ 1.723,00
26/07/2022;789400;Curitiba;PR;Sul;FAR-143-PR;Condomínio FAR-143-PR;Caixa Econômica Federal;MCMV-Oferta Pública;29/10/2024;24/03/1995;Masculino;casado;Não aplicável;R$ 81.404,00;R$ 44.684,00;R$ 3.454,00
01/04/2019;184016;Salvador;BA;Nordeste;FAR-144-BA;Condomínio FAR-144-BA;Caixa Econômica Federal;MCMV-FAR;20/05/2025;17/01/1986;Feminino;casado;Assentados do PNRA;R$ 50.119,00;R$ 48.295,00;R$ 4.195,00
05/04/2021;368425;São Paulo;SP;Sudeste;FAR-145-SP;Residencial FAR-145-SP;Banco do Nordeste;MCMV-FAR;02/12/2023;25/06/1996;Feminino;viúvo;Outras Comunidades;R$ 73.188,00;R$ 42.333,00;R$ 4.944,00
22/02/2022;286564;São Paulo;SP;Sudeste;FAR-146-SP;Condomínio FAR-146-SP;Banco do Brasil;MCMV-FAR;11/09/2024;27/08/1990;Masculino;solteiro;Outras Comunidades;R$ 74.205,00;R$ 48.993,00;R$ 1.688,00
10/08/2017;858899;Salvador;BA;Nordeste;FAR-147-BA;Residencial FAR-147-BA;Banco do Brasil;MCMV-FAR;11/11/2023;05/08/2005;Feminino;separado;Não aplicável;R$ 95.033,00;R$ 48.757,00;R$ 2.146,00
20/05/2022;365690;Rio de Janeiro;RJ;Sudeste;FAR-148-RJ;Condomínio FAR-148-RJ;Banco do Brasil;MCMV-Entidades;21/05/2024;09/11/1991;Feminino;separado;Não aplicável;R$ 84.838,00;R$ 43.285,00;R$ 2.436,00
07/03/2021;963903;Curitiba;PR;Sul;FAR-149-PR;Conjunto Habitacional FAR-149-PR;Banco do Nordeste;MCMV-Oferta Pública;13/04/2024;04/12/1987;Feminino;viúvo;Extravista;R$ 99.278,00;R$ 41.363,00;R$ 4.058,00
13/05/2018;544701;Salvador;BA;Nordeste;FAR-150-BA;Conjunto Habitacional FAR-150-BA;Banco do Brasil;MCMV-FAR;28/07/2024;04/10/1991;Masculino;casado;Assentados do PNRA;R$ 53.877,00;R$ 43.093,00;R$ 2.590,00
04/07/2020;378530;Salvador;BA;Nordeste;FAR-151-BA;Condomínio FAR-151-BA;Caixa Econômica Federal;MCMV-FAR;06/01/2023;07/08/2000;Masculino;viúvo;Pescadores artesanais;R$ 96.742,00;R$ 46.330,00;R$ 1.417,00
09/12/2018;530614;São Paulo;SP;Sudeste;FAR-152-SP;Residencial FAR-152-SP;Caixa Econômica Federal;MCMV-FAR;11/02/2025;24/02/1993;Masculino;casado;Não aplicável;R$ 67.528,00;R$ 40.280,00;R$ 1.404,00
15/05/2017;643496;São Paulo;SP;Sudeste;FAR-153-SP;Condomínio FAR-153-SP;Caixa Econômica Federal;MCMV-FAR;15/01/2024;06/10/2002;Masculino;solteiro;Outras Comunidades;R$ 54.928,00;R$ 45.689,00;R$ 1.752,00
16/04/2021;850568;São Paulo;SP;Sudeste;FAR-154-SP;Condomínio FAR-154-SP;Banco do Brasil;MCMV-FAR;07/01/2025;25/04/1997;Masculino;separado;Extravista;R$ 56.760,00;R$ 42.069,00;R$ 1.679,00
22/12/2024;325907;São Paulo;SP;Sudeste;FAR-155-SP;Residencial FAR-155-SP;Banco do Brasil;MCMV-FAR;21/09/2024;12/03/1995;Feminino;solteiro;Quilombolas;R$ 61.825,00;R$ 43.390,00;R$ 4.228,00
21/11/2017;591322;Salvador;BA;Nordeste;FAR-156-BA;Conjunto Habitacional FAR-156-BA;Banco do Brasil;MCMV-FAR;16/04/2024;22/08/1998;Masculino;viúvo;Não aplicável;R$ 63.735,00;R$ 42.889,00;R$ 4.330,00
23/09/2021;375223;São Paulo;SP;Sudeste;FAR-157-SP;Condomínio FAR-157-SP;Caixa Econômica Federal;MCMV-FAR;12/11/2024;06/02/2004;Feminino;divorciado;Pescadores artesanais;R$ 72.145,00;R$ 46.342,00;R$ 3.452,00
10/04/2020;416498;Rio de Janeiro;RJ;Sudeste;FAR-158-RJ;Residencial FAR-158-RJ;Caixa Econômica Federal;MCMV-Entidades;10/01/2023;22/10/1989;Masculino;viúvo;Pescadores artesanais;R$ 80.683,00;R$ 41.964,00;R$ 3.970,00
14/08/2021;525558;São Paulo;SP;Sudeste;FAR-159-SP;Conjunto Habitacional FAR-159-SP;Caixa Econômica Federal;MCMV-FAR;12/05/2025;09/02/1990;Feminino;viúvo;Pescadores artesanais;R$ 63.635,00;R$ 47.763,00;R$ 4.314,00
01/07/2023;548098;Salvador;BA;Nordeste;FAR-160-BA;Conjunto Habitacional FAR-160-BA;Caixa Econômica Federal;MCMV-FAR;15/04/2023;21/09/1997;Feminino;casado;Quilombolas;R$ 98.027,00;R$ 48.826,00;R$ 4.923,00
04/05/2021;387848;São Paulo;SP;Sudeste;FAR-161-SP;Condomínio FAR-161-SP;Banco do Nordeste;MCMV-FAR;04/02/2025;08/02/2003;Masculino;divorciado;Não aplicável;R$ 71.597,00;R$ 42.298,00;R$ 2.751,00
14/12/2017;704521;Curitiba;PR;Sul;FAR-162-PR;Residencial FAR-162-PR;Banco do Brasil;MCMV-Oferta Pública;21/02/2025;27/09/1984;Feminino;viúvo;Assentados do PNRA;R$ 99.588,00;R$ 40.111,00;R$ 2.455,00
06/11/2018;785881;Curitiba;PR;Sul;FAR-163-PR;Residencial FAR-163-PR;Banco do Nordeste;MCMV-Oferta Pública;22/02/2025;25/06/1985;Masculino;casado;Extravista;R$ 93.747,00;R$ 40.785,00;R$ 2.574,00
18/03/2019;264432;Rio de Janeiro;RJ;Sudeste;FAR-164-RJ;Residencial FAR-164-RJ;Banco do Nordeste;MCMV-Entidades;26/08/2024;25/06/1989;Masculino;separado;Pescadores artesanais;R$ 73.560,00;R$ 42.944,00;R$ 3.554,00
18/04/2022;265659;São Paulo;SP;Sudeste;FAR-165-SP;Residencial FAR-165-SP;Banco do Nordeste;MCMV-FAR;10/01/2024;08/09/1987;Masculino;casado;Quilombolas;R$ 93.919,00;R$ 47.695,00;R$ 2.771,00
11/04/2019;775854;Curitiba;PR;Sul;FAR-166-PR;Condomínio FAR-166-PR;Banco do Brasil;MCMV-Oferta Pública;19/06/2023;24/12/2001;Masculino;divorciado;Quilombolas;R$ 77.426,00;R$ 41.824,00;R$ 4.091,00
22/10/2017;979902;Rio de Janeiro;RJ;Sudeste;FAR-167-RJ;Residencial FAR-167-RJ;Banco do Nordeste;MCMV-Entidades;31/03/2025;17/05/1997;Masculino;viúvo;Quilombolas;R$ 68.696,00;R$ 44.389,00;R$ 4.909,00
18/02/2023;123488;Rio de Janeiro;RJ;Sudeste;FAR-168-RJ;Residencial FAR-168-RJ;Caixa Econômica Federal;MCMV-Entidades;16/05/2025;03/12/1989;Feminino;separado;Não aplicável;R$ 55.179,00;R$ 46.021,00;R$ 4.469,00
22/12/2019;775109;Curitiba;PR;Sul;FAR-169-PR;Condomínio FAR-169-PR;Caixa Econômica Federal;MCMV-Oferta Pública;27/07/2023;10/02/1985;Feminino;casado;Assentados do PNRA;R$ 53.330,00;R$ 45.821,00;R$ 2.364,00
16/04/2022;337964;São Paulo;SP;Sudeste;FAR-170-SP;Condomínio FAR-170-SP;Banco do Nordeste;MCMV-FAR;13/02/2023;11/04/1998;Feminino;viúvo;Quilombolas;R$ 76.101,00;R$ 48.806,00;R$ 2.397,00
11/10/2022;105766;Rio de Janeiro;RJ;Sudeste;FAR-171-RJ;Residencial FAR-171-RJ;Banco do Brasil;MCMV-Entidades;13/12/2023;13/01/1986;Masculino;solteiro;Outras Comunidades;R$ 74.847,00;R$ 40.541,00;R$ 3.800,00
06/06/2022;508021;Curitiba;PR;Sul;FAR-172-PR;Condomínio FAR-172-PR;Caixa Econômica Federal;MCMV-Oferta Pública;29/06/2023;23/06/1998;Feminino;viúvo;Extravista;R$ 73.670,00;R$ 45.350,00;R$ 4.731,00
10/01/2024;142602;Rio de Janeiro;RJ;Sudeste;FAR-173-RJ;Residencial FAR-173-RJ;Banco do Nordeste;MCMV-Entidades;09/03/2024;03/10/1989;Masculino;solteiro;Não aplicável;R$ 74.353,00;R$ 41.586,00;R$ 4.410,00
12/09/2021;738270;Salvador;BA;Nordeste;FAR-174-BA;Conjunto Habitacional FAR-174-BA;Banco do Brasil;MCMV-FAR;07/11/2024;04/01/1986;Feminino;divorciado;Indigena;R$ 73.252,00;R$ 48.719,00;R$ 1.316,00
01/06/2017;234804;Rio de Janeiro;RJ;Sudeste;FAR-175-RJ;Conjunto Habitacional FAR-175-RJ;Banco do Brasil;MCMV-Entidades;01/06/2025;12/11/1988;Feminino;viúvo;Quilombolas;R$ 51.955,00;R$ 41.238,00;R$ 4.948,00
13/02/2020;194769;São Paulo;SP;Sudeste;FAR-176-SP;Residencial FAR-176-SP;Banco do Nordeste;MCMV-FAR;17/03/2024;13/01/1995;Masculino;divorciado;Pescadores artesanais;R$ 55.762,00;R$ 40.528,00;R$ 4.634,00
10/02/2018;278766;Curitiba;PR;Sul;FAR-177-PR;Residencial FAR-177-PR;Banco do Nordeste;MCMV-Oferta Pública;15/11/2023;08/02/2006;Masculino;casado;Pescadores artesanais;R$ 81.123,00;R$ 49.811,00;R$ 3.672,00
14/04/2018;136718;Curitiba;PR;Sul;FAR-178-PR;Condomínio FAR-178-PR;Banco do Nordeste;MCMV-Oferta Pública;07/08/2023;03/04/1994;Masculino;casado;Pescadores artesanais;R$ 75.033,00;R$ 48.674,00;R$ 1.955,00
03/06/2022;365198;São Paulo;SP;Sudeste;FAR-179-SP;Condomínio FAR-179-SP;Banco do Brasil;MCMV-FAR;19/04/2023;05/08/1995;Feminino;divorciado;Pescadores artesanais;R$ 90.900,00;R$ 49.935,00;R$ 1.323,00
14/03/2024;353553;Rio de Janeiro;RJ;Sudeste;FAR-180-RJ;Condomínio FAR-180-RJ;Caixa Econômica Federal;MCMV-Entidades;23/01/2023;12/10/1991;Masculino;divorciado;Extravista;R$ 66.178,00;R$ 43.819,00;R$ 3.079,00
09/12/2022;691298;Curitiba;PR;Sul;FAR-181-PR;Conjunto Habitacional FAR-181-PR;Banco do Brasil;MCMV-Oferta Pública;20/07/2024;09/07/1996;Feminino;casado;Quilombolas;R$ 70.886,00;R$ 46.977,00;R$ 3.973,00
06/11/2017;645878;Salvador;BA;Nordeste;FAR-182-BA;Condomínio FAR-182-BA;Caixa Econômica Federal;MCMV-FAR;06/06/2023;08/12/1986;Masculino;casado;Não aplicável;R$ 86.268,00;R$ 42.435,00;R$ 1.947,00
04/05/2021;826753;Salvador;BA;Nordeste;FAR-183-BA;Conjunto Habitacional FAR-183-BA;Banco do Brasil;MCMV-FAR;10/06/2024;22/05/2000;Feminino;divorciado;Outras Comunidades;R$ 99.594,00;R$ 49.100,00;R$ 2.338,00
25/11/2024;883284;Salvador;BA;Nordeste;FAR-184-BA;Residencial FAR-184-BA;Banco do Brasil;MCMV-FAR;13/01/2024;21/07/1995;Feminino;viúvo;Extravista;R$ 64.353,00;R$ 40.383,00;R$ 4.996,00
23/04/2020;479261;Rio de Janeiro;RJ;Sudeste;FAR-185-RJ;Condomínio FAR-185-RJ;Caixa Econômica Federal;MCMV-Entidades;26/05/2025;17/02/2002;Masculino;casado;Assentados do PNRA;R$ 51.070,00;R$ 47.390,00;R$ 4.029,00
09/05/2022;314336;Rio de Janeiro;RJ;Sudeste;FAR-186-RJ;Conjunto Habitacional FAR-186-RJ;Banco do Nordeste;MCMV-Entidades;14/01/2024;07/07/1996;Feminino;separado;Extravista;R$ 89.014,00;R$ 42.032,00;R$ 1.895,00
06/06/2020;222385;Curitiba;PR;Sul;FAR-187-PR;Conjunto Habitacional FAR-187-PR;Banco do Nordeste;MCMV-Oferta Pública;27/08/2023;10/10/1998;Feminino;viúvo;Outras Comunidades;R$ 66.495,00;R$ 46.857,00;R$ 2.128,00
05/07/2024;879568;Curitiba;PR;Sul;FAR-188-PR;Residencial FAR-188-PR;Caixa Econômica Federal;MCMV-Oferta Pública;03/09/2023;09/04/1995;Feminino;viúvo;Assentados do PNRA;R$ 84.394,00;R$ 45.870,00;R$ 1.333,00
23/09/2019;399062;Curitiba;PR;Sul;FAR-189-PR;Conjunto Habitacional FAR-189-PR;Banco do Brasil;MCMV-Oferta Pública;13/08/2024;23/10/1992;Masculino;viúvo;Extravista;R$ 95.766,00;R$ 46.323,00;R$ 2.295,00
13/03/2017;989703;Rio de Janeiro;RJ;Sudeste;FAR-190-RJ;Condomínio FAR-190-RJ;Caixa Econômica Federal;MCMV-Entidades;17/12/2023;08/03/2006;Feminino;divorciado;Não aplicável;R$ 78.970,00;R$ 44.867,00;R$ 3.317,00
01/02/2022;841224;Salvador;BA;Nordeste;FAR-191-BA;Residencial FAR-191-BA;Caixa Econômica Federal;MCMV-FAR;23/05/2025;20/02/1986;Masculino;solteiro;Indigena;R$ 84.121,00;R$ 46.983,00;R$ 4.967,00
13/07/2019;318973;Rio de Janeiro;RJ;Sudeste;FAR-192-RJ;Residencial FAR-192-RJ;Banco do Nordeste;MCMV-Entidades;26/11/2023;25/02/1999;Feminino;divorciado;Quilombolas;R$ 92.421,00;R$ 44.285,00;R$ 3.737,00
10/04/2017;690838;Salvador;BA;Nordeste;FAR-193-BA;Conjunto Habitacional FAR-193-BA;Banco do Brasil;MCMV-FAR;01/04/2023;28/08/1990;Feminino;solteiro;Extravista;R$ 65.999,00;R$ 43.260,00;R$ 4.897,00
21/11/2019;753714;Salvador;BA;Nordeste;FAR-194-BA;Conjunto Habitacional FAR-194-BA;Banco do Nordeste;MCMV-FAR;30/07/2024;07/01/2006;Feminino;divorciado;Extravista;R$ 50.110,00;R$ 44.271,00;R$ 2.391,00
23/11/2017;263117;Curitiba;PR;Sul;FAR-195-PR;Residencial FAR-195-PR;Caixa Econômica Federal;MCMV-Oferta Pública;11/04/2023;18/09/1998;Masculino;divorciado;Extravista;R$ 53.988,00;R$ 42.123,00;R$ 4.624,00
20/11/2019;455778;Rio de Janeiro;RJ;Sudeste;FAR-196-RJ;Residencial FAR-196-RJ;Caixa Econômica Federal;MCMV-Entidades;29/12/2023;07/05/2002;Feminino;divorciado;Não aplicável;R$ 74.426,00;R$ 47.427,00;R$ 3.717,00
06/09/2021;346142;São Paulo;SP;Sudeste;FAR-197-SP;Residencial FAR-197-SP;Banco do Nordeste;MCMV-FAR;02/04/2024;04/01/1998;Masculino;casado;Indigena;R$ 93.308,00;R$ 49.729,00;R$ 3.670,00
10/04/2021;300891;Curitiba;PR;Sul;FAR-198-PR;Condomínio FAR-198-PR;Banco do Nordeste;MCMV-Oferta Pública;06/03/2024;06/09/1985;Masculino;solteiro;Quilombolas;R$ 51.771,00;R$ 42.548,00;R$ 4.006,00
09/09/2021;990801;Salvador;BA;Nordeste;FAR-199-BA;Conjunto Habitacional FAR-199-BA;Banco do Brasil;MCMV-FAR;16/12/2024;09/05/1992;Feminino;separado;Assentados do PNRA;R$ 91.124,00;R$ 41.930,00;R$ 1.780,00
14/05/2024;912393;São Paulo;SP;Sudeste;FAR-200-SP;Conjunto Habitacional FAR-200-SP;Banco do Brasil;MCMV-FAR;23/03/2025;20/06/1993;Feminino;separado;Assentados do PNRA;R$ 74.526,00;R$ 40.706,00;R$ 4.979,00
19/04/2021;322198;Salvador;BA;Nordeste;FAR-201-BA;Condomínio FAR-201-BA;Caixa Econômica Federal;MCMV-FAR;29/09/2024;27/01/1998;Masculino;solteiro;Indigena;R$ 54.262,00;R$ 40.073,00;R$ 1.640,00
01/12/2019;301228;Salvador;BA;Nordeste;FAR-202-BA;Residencial FAR-202-BA;Banco do Brasil;MCMV-FAR;05/08/2024;22/02/1997;Feminino;viúvo;Quilombolas;R$ 51.811,00;R$ 41.569,00;R$ 3.148,00
27/08/2020;428484;São Paulo;SP;Sudeste;FAR-203-SP;Condomínio FAR-203-SP;Banco do Nordeste;MCMV-FAR;10/06/2023;19/09/2005;Masculino;divorciado;Quilombolas;R$ 67.695,00;R$ 43.383,00;R$ 2.054,00
09/08/2019;394293;Rio de Janeiro;RJ;Sudeste;FAR-204-RJ;Condomínio FAR-204-RJ;Caixa Econômica Federal;MCMV-Entidades;30/03/2024;16/10/1985;Feminino;viúvo;Assentados do PNRA;R$ 56.792,00;R$ 45.841,00;R$ 4.972,00
11/07/2023;498855;Rio de Janeiro;RJ;Sudeste;FAR-205-RJ;Conjunto Habitacional FAR-205-RJ;Banco do Brasil;MCMV-Entidades;27/09/2023;10/05/1987;Masculino;solteiro;Quilombolas;R$ 82.909,00;R$ 40.359,00;R$ 3.042,00
24/10/2019;419525;Rio de Janeiro;RJ;Sudeste;FAR-206-RJ;Conjunto Habitacional FAR-206-RJ;Banco do Nordeste;MCMV-Entidades;08/05/2024;04/10/1995;Feminino;viúvo;Outras Comunidades;R$ 63.027,00;R$ 40.509,00;R$ 3.329,00
21/09/2019;636015;Rio de Janeiro;RJ;Sudeste;FAR-207-RJ;Residencial FAR-207-RJ;Banco do Nordeste;MCMV-Entidades;03/11/2024;12/09/2002;Masculino;viúvo;Extravista;R$ 66.667,00;R$ 41.103,00;R$ 3.553,00
27/11/2020;268696;Salvador;BA;Nordeste;FAR-208-BA;Residencial FAR-208-BA;Banco do Brasil;MCMV-FAR;31/03/2024;24/09/1997;Masculino;solteiro;Não aplicável;R$ 71.446,00;R$ 45.526,00;R$ 3.855,00
03/07/2020;531522;Salvador;BA;Nordeste;FAR-209-BA;Conjunto Habitacional FAR-209-BA;Banco do Brasil;MCMV-FAR;03/08/2023;10/02/1994;Masculino;viúvo;Pescadores artesanais;R$ 70.933,00;R$ 40.709,00;R$ 2.789,00
